23/11/16 04:08:23 PM | error loadView general | specialists | response 400
 | specialists | response 200
30/11/16 08:34:39 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:34:46 PM | error loadView general | view | response 400
30/11/16 08:34:46 PM | error loadView general | view | response 400
30/11/16 08:34:47 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: YES)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:34:47 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:34:47 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:34:47 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: YES)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:34:47 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:34:47 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:35:06 PM | error loadView general | view | response 400
30/11/16 08:35:06 PM | error loadView general | view | response 400
30/11/16 08:42:55 PM | error loadView general | view | response 400
30/11/16 08:47:58 PM | error loadView general | view | response 400
30/11/16 08:47:58 PM | error loadView general | view | response 400
30/11/16 08:48:36 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:36 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:36 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:36 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:36 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:36 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:46 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:46 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:46 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:46 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:46 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:46 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:55 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:55 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:55 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:55 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:55 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:48:55 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:53:55 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:53:55 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:53:55 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:53:55 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:53:55 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:53:55 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:00 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:00 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:00 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:00 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:00 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:00 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:11 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:11 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:11 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:11 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:11 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:11 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:13 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:13 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:13 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:13 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:13 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:13 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:30 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:30 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:30 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:30 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:30 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:30 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:32 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:32 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:32 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:32 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'strongertogether'@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:32 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:54:32 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:55:57 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'testo'@'localhost' (using password: YES)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:55:57 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:55:57 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:55:57 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user 'testo'@'localhost' (using password: YES)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:55:57 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:55:57 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:56:01 PM | error loadView general | view | response 400
30/11/16 09:05:22 PM | error loadView general | view | response 400
30/11/16 09:05:22 PM | error loadView general | view | response 400
30/11/16 09:05:30 PM | error loadView general | view | response 400
30/11/16 09:05:30 PM | error loadView general | view | response 400
30/11/16 09:05:31 PM | error loadView general | view | response 400
30/11/16 09:06:54 PM | error loadView general | view | response 400
30/11/16 09:06:55 PM | error loadView general | view | response 400
30/11/16 09:06:58 PM | error loadView general | view | response 400
30/11/16 09:06:58 PM | error loadView general | view | response 400
30/11/16 09:07:01 PM | error loadView general | view | response 400
30/11/16 09:07:02 PM | error loadView general | view | response 400
30/11/16 09:11:11 PM | error loadView general | view | response 400
=======
30/11/16 07:59:44 PM | error loadView general | view | response 400
30/11/16 07:59:44 PM | error loadView general | view | response 400
30/11/16 07:59:44 PM | ERROR: [2] syntax error, unexpected '=' in /var/www/html/Strongertogether/model/bd.ini on line 4

Warning on line 11 in file /var/www/html/Strongertogether/model/conf.class.singleton.php
 | specialists | response 200
30/11/16 07:59:44 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user ''@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 07:59:44 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 07:59:44 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 07:59:44 PM | ERROR: [2] syntax error, unexpected '=' in /var/www/html/Strongertogether/model/bd.ini on line 4

Warning on line 11 in file /var/www/html/Strongertogether/model/conf.class.singleton.php
 | specialists | response 200
30/11/16 07:59:44 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user ''@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 07:59:44 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 07:59:44 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:06:21 PM | error loadView general | view | response 400
30/11/16 08:06:21 PM | error loadView general | view | response 400
30/11/16 08:06:23 PM | error loadView general | view | response 400
30/11/16 08:06:23 PM | error loadView general | view | response 400
30/11/16 08:06:24 PM | ERROR: [2] syntax error, unexpected '=' in /var/www/html/Strongertogether/model/bd.ini on line 4

Warning on line 11 in file /var/www/html/Strongertogether/model/conf.class.singleton.php
 | specialists | response 200
30/11/16 08:06:24 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user ''@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:06:24 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:06:24 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:06:24 PM | ERROR: [2] syntax error, unexpected '=' in /var/www/html/Strongertogether/model/bd.ini on line 4

Warning on line 11 in file /var/www/html/Strongertogether/model/conf.class.singleton.php
 | specialists | response 200
30/11/16 08:06:24 PM | ERROR: [2] mysqli::mysqli(): (HY000/1045): Access denied for user ''@'localhost' (using password: NO)
Warning on line 38 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:06:24 PM | ERROR: [2] mysqli::select_db(): Couldn't fetch mysqli
Warning on line 39 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:06:24 PM | ERROR: [2] mysqli::query(): Couldn't fetch mysqli
Warning on line 43 in file /var/www/html/Strongertogether/model/db.class.singleton.php
 | specialists | response 200
30/11/16 08:07:12 PM | error loadView general | view | response 400
30/11/16 08:07:12 PM | error loadView general | view | response 400
30/11/16 08:25:01 PM | error loadView general | view | response 400
30/11/16 09:02:03 PM | error loadView general | view | response 400
30/11/16 09:02:03 PM | error loadView general | view | response 400
>>>>>>> b968eabcc8e754e38c96372a792acf6864ef656c
05/12/16 09:00:04 PM | error loadView general | view | response 400
05/12/16 09:00:10 PM | error loadView general | view | response 400
05/12/16 09:10:44 PM | error loadView general | users | response 200
05/12/16 09:10:49 PM | error loadView general | users | response 200
05/12/16 09:13:11 PM | error loadView general | modules/users/view | response 400
05/12/16 09:13:19 PM | error loadView general | modules/users/view | response 400
05/12/16 09:13:19 PM | error loadView general | view | response 400
05/12/16 09:13:19 PM | error loadView general | view | response 400
05/12/16 09:13:47 PM | error loadView general | view | response 400
05/12/16 09:13:47 PM | error loadView general | view | response 400
05/12/16 09:13:48 PM | error loadView general | modules/users/view | response 400
05/12/16 09:14:40 PM | error loadView general | view | response 400
05/12/16 09:14:40 PM | error loadView general | view | response 400
05/12/16 09:24:01 PM | error loadView general | view | response 400
05/12/16 09:24:02 PM | error loadView general | view | response 400
05/12/16 09:31:40 PM | error loadView general | view | response 400
05/12/16 09:31:40 PM | error loadView general | view | response 400
05/12/16 09:31:42 PM | error loadView general | view | response 400
05/12/16 09:31:43 PM | error loadView general | view | response 400
05/12/16 09:31:43 PM | error loadView general | view | response 400
05/12/16 09:31:45 PM | error loadView general | view | response 400
05/12/16 09:31:45 PM | error loadView general | view | response 400
05/12/16 09:35:17 PM | error loadView general | view | response 400
05/12/16 09:35:17 PM | error loadView general | view | response 400
05/12/16 09:35:19 PM | error loadView general | view | response 400
05/12/16 09:35:20 PM | error loadView general | view | response 400
05/12/16 09:41:35 PM | error loadView general | view | response 400
05/12/16 09:41:35 PM | error loadView general | view | response 400
05/12/16 09:45:33 PM | error loadView general | view | response 400
05/12/16 09:45:33 PM | error loadView general | view | response 400
12/12/16 07:55:11 PM | error loadView general | view | response 400
12/12/16 08:05:42 PM | error loadView general | view | response 400
12/12/16 08:05:44 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:05:48 PM | error loadView general | view | response 400
12/12/16 08:05:48 PM | error loadView general | view | response 400
12/12/16 08:08:49 PM | error loadView general | view | response 400
12/12/16 08:08:50 PM | error loadView general | view | response 400
12/12/16 08:08:50 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:10:20 PM | error loadView general | view | response 400
12/12/16 08:10:20 PM | error loadView general | view | response 400
12/12/16 08:10:20 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:10:23 PM | error loadView general | view | response 400
12/12/16 08:10:23 PM | error loadView general | view | response 400
12/12/16 08:10:23 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:18:57 PM | error loadView general | view | response 400
12/12/16 08:18:59 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:19:05 PM | error loadView general | view | response 400
12/12/16 08:19:05 PM | error loadView general | view | response 400
12/12/16 08:27:07 PM | error loadView general | view | response 400
12/12/16 08:27:07 PM | error loadView general | view | response 400
12/12/16 08:27:08 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:35:22 PM | error loadView general | view | response 400
12/12/16 08:35:22 PM | error loadView general | view | response 400
12/12/16 08:35:22 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:36:37 PM | error loadView general | view | response 400
12/12/16 08:36:37 PM | error loadView general | view | response 400
12/12/16 08:36:37 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:39:42 PM | error loadView general | view | response 400
12/12/16 08:39:43 PM | error loadView general | view | response 400
12/12/16 08:39:43 PM | error loadView general | view | response 400
12/12/16 08:46:06 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:46:12 PM | error loadView general | view | response 400
12/12/16 08:46:13 PM | error loadView general | view | response 400
12/12/16 08:46:48 PM | error loadView general | view | response 400
12/12/16 08:46:48 PM | error loadView general | view | response 400
12/12/16 08:46:48 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:46:52 PM | error loadView general | view | response 400
12/12/16 08:46:52 PM | error loadView general | view | response 400
12/12/16 08:46:52 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:47:04 PM | error loadView general | view | response 400
12/12/16 08:47:04 PM | error loadView general | view | response 400
12/12/16 08:47:04 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 08:47:14 PM | error loadView general | view | response 400
12/12/16 08:47:14 PM | error loadView general | view | response 400
12/12/16 08:47:14 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 09:17:31 PM | error loadView general | view | response 400
12/12/16 09:17:31 PM | error loadView general | view | response 400
12/12/16 09:17:34 PM | error loadView general | view | response 400
12/12/16 09:17:34 PM | error loadView general | view | response 400
12/12/16 09:17:39 PM | error loadView general | view | response 400
12/12/16 09:17:39 PM | error loadView general | view | response 400
12/12/16 09:17:58 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
12/12/16 09:17:58 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
12/12/16 09:17:58 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
12/12/16 09:18:55 PM | error loadView general | view | response 400
12/12/16 09:18:55 PM | error loadView general | view | response 400
12/12/16 09:19:23 PM | ERROR: [2] Missing argument 1 for phpmailer::AddAttachment(), called in /var/www/html/Strongertogether/classes/email/email.class.singleton.php on line 27 and defined
Warning on line 1511 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
12/12/16 09:19:23 PM | ERROR: [8] Undefined variable: path
Notice on line 1513 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
12/12/16 09:19:23 PM | ERROR: [8] Undefined variable: path
Notice on line 1514 in file /var/www/html/Strongertogether/libs/PHPMailer_v5.1/class.phpmailer.php
 | contact | response 200
12/12/16 09:20:00 PM | error loadView general | view | response 400
12/12/16 09:20:00 PM | error loadView general | view | response 400
12/12/16 09:20:12 PM | error loadView general | view | response 400
12/12/16 09:20:12 PM | error loadView general | view | response 400
12/12/16 09:20:12 PM | ERROR: [2] require(/var/www/html/Strongertogether//modules/hospital/model/BLL/hospital_bll.class.singleton.php): failed to open stream: No such file or directory
Warning on line 3 in file /var/www/html/Strongertogether/modules/hospital/model/model/hospital_model.class.singleton.php
 |  | response 200
12/12/16 09:20:36 PM | error loadView general | view | response 400
12/12/16 09:20:36 PM | error loadView general | view | response 400
12/12/16 09:20:36 PM | ERROR: [8] Undefined variable: fields
Notice on line 52 in file /var/www/html/Strongertogether/modules/hospital/model/dao/hospital_dao.class.singleton.php
 |  | response 200
12/12/16 09:23:04 PM | error loadView general | view | response 400
12/12/16 09:23:04 PM | error loadView general | view | response 400
12/12/16 09:23:04 PM | ERROR: [8] Undefined variable: fields
